# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Mar 27 08:42:40 EDT 2024 [seed=17336]
# -overwrite -beagle_cuda -beagle_double -beagle_order 1 -seed 17336 -errors 1000 omicron_SC_EXP_lamda_1B_fixedclock_gamma_corrected.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	alpha	clock.rate	meanRate	copies.precision.col1	copies.varCovar.copies.precision.col1	copies.diffusionRate	copies.lambda	treeLikelihood	branchRates	copies.traitLikelihood	coalescent
2200000	-56989.23613644466	-573.5258469789318	-56415.71028946573	5.081495260074246	2017.4280937399258	68.46866263020259	2.8487855605254753	-0.6070305695764917	1.8956933941785143	0.005621126645097732	0.0011	0.0011	0.0018838832116571983	530.8184678392715	4.052510280016986	0.9995481061834348	-56058.28542570102	0.0	-357.42486376471123	-562.3398106618672
2300000	-56921.26373213491	-536.987660875046	-56384.27607125986	5.823317104583762	2016.6862718954162	67.05983262325881	1.865510938361327	-0.9331515425926251	1.6682476190336744	0.008749329883677302	0.0011	0.0010999999999999985	0.001626904628222912	614.6641804641691	3.84003078668171	0.9995481061834348	-56044.21908136995	0.0	-340.0569898899091	-526.3820231446999
2400000	-56950.81017298548	-555.2430343507923	-56395.56713863469	5.289008752605795	2017.2205802473943	66.01561467504666	2.1405538208499033	-0.960172106126888	1.711629312708532	0.028258747685389374	0.0011	0.0010999999999999985	0.0014558154315985538	686.9002610461087	4.383251917438324	0.9995481061834348	-56046.158189907364	0.0	-349.40894872731957	-544.4983587358777
2500000	-56947.61533623241	-544.8859112780456	-56402.72942495436	5.268564278894146	2017.2410247211058	64.71093821345563	2.294877149436307	-0.8737177109108729	1.7586716385506471	0.04271117407408922	0.0011	0.0011000000000000012	0.0016730335635881562	597.7166398594535	4.476136536547104	0.9995481061834348	-56046.106193072184	0.0	-356.6232318821797	-533.9546139928756
2600000	-56965.02974581948	-575.8552801001231	-56389.174465719356	5.1085752133808136	2017.4010137866192	65.4795782948617	2.9485637360948114	-0.5577742052375614	1.7741386513926507	0.021927513409503514	0.0011	0.0011000000000000014	0.0016871794089751138	592.7051946464042	4.389002218227057	0.9995481061834348	-56043.43794067999	0.0	-345.7365250393653	-564.7075132137717
2700000	-56958.70231654938	-571.2342647981591	-56387.468051751224	5.19762555098799	2017.311963449012	68.37074590665289	2.2646695809163164	-0.8729507416691686	1.7999314227483825	0.03222021303343154	0.0011	0.0011000000000000016	0.0016063691937229637	622.5218983952086	4.282802518820897	0.9995481061834348	-56043.10614409264	0.0	-344.3619076585814	-560.3406725957216
2800000	-56964.595430131456	-571.6902386134199	-56392.90519151804	5.387939403270864	2017.1216495967292	66.02699275353379	2.4118016907193565	-0.7456062752215951	1.8049930261374305	0.044666535089025385	0.0011	0.0011	0.0015285824732265195	654.2008805643362	4.812270903719069	0.9995481061834348	-56036.41483952698	0.0	-356.4903519910599	-560.7328689649888
2900000	-56975.54554008369	-560.2682596545502	-56415.27728042914	5.038483852373483	2017.4711051476265	64.08695352227778	2.4826469646874525	-0.8162213137956185	1.8118910746879953	0.012871329080271103	0.0011	0.0010999999999999985	0.0014918273164074981	670.3188693501885	4.5600707771208935	0.9997445074660134	-56064.80737657351	0.0	-350.46990385562975	-548.784133854435
3000000	-56953.50792527447	-554.3537757284514	-56399.15414954602	5.281931473632772	2017.2276575263672	67.70345547855098	2.0963328084733726	-0.8339566484882512	1.7746891608838165	0.04676816887385626	0.0011	0.0010999999999999988	0.00143428359182856	697.2121871136416	4.294860023127369	0.99995308971795	-56046.10385029415	0.0	-353.05029925186807	-541.3109863101105
3100000	-56947.42350551086	-573.6086402277869	-56373.81486528307	5.55186513680454	2016.9577238631955	70.54768619357726	2.733204374235876	-0.6870891586333536	1.8952268232627074	0.03632021049494384	0.0011	0.0011000000000000007	0.0014605764487964793	684.6611834827297	4.286248082991226	0.99995308971795	-56037.47007498493	0.0	-336.3447902981437	-560.2646709999424
3200000	-56950.822839799184	-555.1517023882212	-56395.671137410965	5.028889050283259	2017.4806999497168	63.92849674135077	2.8681511934754456	-0.49061744477751823	1.7052509470587398	0.02705147884299699	0.0011	0.0010999999999999994	0.0015542984574620363	643.3770780631589	4.418831929081559	0.99995308971795	-56054.534438467854	0.0	-341.13669894311425	-541.8265740049943
3300000	-56959.643187393805	-582.8442179046837	-56376.79896948912	5.087101187125179	2017.4224878128748	66.44829379067012	3.1583868088983533	-0.6122497781617828	1.8611838542892438	0.00480441607893304	0.0011	0.0010999999999999994	0.0015784304036250028	633.5407615713768	4.452626474639736	0.99995308971795	-56018.46816493984	0.0	-358.3308045492827	-569.3944199254454
3400000	-56936.78223939813	-550.0622086860064	-56386.720030712124	5.855295345478897	2016.654293654521	67.15329295612551	2.074111692670128	-0.917380504602076	1.7892704216062585	0.04815819636826292	0.0011	0.0010999999999999998	0.0015490463393361064	645.5584798248077	4.431019491018182	0.99995308971795	-56031.87169676931	0.0	-354.84833394281225	-536.9819459654
3500000	-56992.22467930637	-594.4676660796573	-56397.757013226714	5.362395986447469	2017.1471930135526	71.09780725138785	3.601386905023438	-0.5517144115810624	1.8044302570005741	0.030429992237204467	0.0011	0.0010999999999999992	0.0015336415140316116	652.0428606364576	4.0816251923695965	0.99995308971795	-56052.34668154069	0.0	-345.41033168602814	-580.873533683546
3600000	-56957.64635429359	-567.4447247171435	-56390.20162957645	5.865068355696366	2016.6445206443036	68.37398558312374	2.148983815954914	-0.9317840434940767	1.6069271572323358	0.008230494952621625	0.0011	0.0011000000000000016	0.0014678004362698033	681.291526620166	4.412379981191835	0.99995308971795	-56044.41491986011	0.0	-345.7867097163383	-554.5107090101197
