# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Sep 26 16:02:47 EDT 2022 [seed=27602]
# -beagle_scaling always -overwrite -threads 8 -beagle_SSE -beagle_opencl -beagle_instances 4 -seed 27602 -errors 1000 omicron_SC_EXP_lamda_500M_fixedclock_gamma.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	alpha	clock.rate	meanRate	copies.precision.col1	copies.varCovar.copies.precision.col1	copies.diffusionRate	copies.lambda	treeLikelihood	branchRates	copies.traitLikelihood	coalescent
3000000	-60419.35238049069	-713.3459276817601	-59706.00645280893	5.685335245034537	2016.8242537549654	83.21932528002476	4.073754054914493	-0.7357084732601455	1.5890231014221352	0.024985862870561232	0.0011	0.0010999999999999968	0.0013622597408919795	734.0743985763102	3.795695150188182	0.9997559482058977	-59367.11855561585	0.0	-338.88789719307823	-701.4344960204019
3050000	-60454.21873461615	-722.0638847793558	-59732.1548498368	5.595721078321783	2016.9138679216783	84.98429446220622	3.3902054239404373	-0.7451671274674567	1.6342705095579497	0.03548554312368408	0.0011	0.0011000000000000005	0.0014820406621892169	674.7453194184538	3.95009723546275	0.9997559482058977	-59383.10592613652	0.0	-349.0489237002743	-710.2541541991839
3100000	-60411.94861010501	-705.2935643083625	-59706.65504579665	5.698997016607079	2016.810591983393	83.25476790667052	4.588181512265244	-0.4487085692456676	1.5131606665389736	0.008426995745981445	0.0011	0.001100000000000001	0.0014658804265446285	682.1838820490964	4.067138243931828	0.9997559482058977	-59369.41300374559	0.0	-337.24204205105906	-693.293838539108
3150000	-60438.45412358616	-722.4499481723972	-59716.004175413764	5.5162030401502715	2016.9933859598498	84.03665285610059	4.229039867172831	-0.6609153895081974	1.648635093140165	0.030324267764177373	0.0011	0.0011000000000000005	0.0014720516519239986	679.3239888647804	3.8342577756341134	0.9997559482058977	-59374.18209883438	0.0	-341.82207657938346	-710.4277585993058
3200000	-60404.15863325493	-706.4204870405139	-59697.73814621441	5.527939838333648	2016.9816491616664	83.1558362724071	4.398274017408897	-0.5767301144278294	1.5347254547135587	0.018262150597567427	0.0011	0.0010999999999999981	0.0013563126082021275	737.2931534755539	4.135901686340853	0.9997559482058977	-59361.946384504234	0.0	-335.7917617101806	-694.4720706282382
3250000	-60383.5436257329	-702.2717447763142	-59681.271880956585	5.789238962799328	2016.7203500372007	85.9230243468935	4.922452843500407	-0.3562448891521939	1.639015346124452	0.04753925832191601	0.0011	0.0010999999999999983	0.001452746837416829	688.3511801534042	3.8350858003024837	0.9997559482058977	-59344.966882376924	0.0	-336.30499857966174	-690.076918351009
3300000	-60412.12475692305	-707.6614445730089	-59704.46331235004	5.431446894449463	2017.0781421055506	84.52469089105908	5.077285643093518	-0.3084044067138485	1.6317173702814078	0.01848103807477878	0.0011	0.0011000000000000016	0.0013794694235221131	724.9163939036521	3.8180647205588727	0.9997559482058977	-59356.08893612209	0.0	-348.3743762279463	-695.523169712544
3350000	-60401.37064459539	-704.5834836031902	-59696.78716099219	5.854440210223575	2016.6551487897764	85.62308478605716	4.284360547280358	-0.5366930894809545	1.6122391644376102	0.028457394962168748	0.0011	0.0011000000000000005	0.0011567019021905835	864.5269780452348	4.044170257029253	0.9997559482058977	-59354.025019016466	0.0	-342.76214197572745	-692.6889934381912
3400000	-60410.004104728345	-700.524310903015	-59709.47979382533	5.739423909625221	2016.7701650903748	84.50394628849321	3.5027057346939467	-0.7649806156323764	1.6164965881974025	0.012051119995842484	0.0011	0.0011000000000000005	0.001154796915219328	865.9531271869324	4.200956320127455	0.9998820955615602	-59358.54477996877	0.0	-350.93501385656504	-688.1334734615286
3450000	-60391.740940032745	-696.757109785701	-59694.983830247045	5.892177520479801	2016.6174114795201	84.10303269493151	4.131083939827159	-0.5168700648182714	1.5886002869823983	0.02050218925347272	0.0011	0.0010999999999999996	0.0012568156973020797	795.6616090542406	3.891155601435717	0.9998820955615602	-59352.595167019	0.0	-342.38866322804967	-684.1559883018124
3500000	-60419.55621010652	-706.8813183936666	-59712.67489171286	5.783640870609726	2016.7259481293902	84.51102461539901	4.071949508354542	-0.5468906699976952	1.6538554346774308	0.03232398032092052	0.0011	0.0010999999999999992	0.0014307680388485537	698.9253134315014	3.8391930495931095	0.9998820955615602	-59377.81176646805	0.0	-334.8631252448104	-694.178833513855
3550000	-60404.072083895706	-696.2283926096549	-59707.84369128605	5.476835828560602	2017.0327531714395	81.87598658544447	3.157807295159469	-0.850313664375119	1.6325781937065833	0.003990454840693272	0.0011	0.0011000000000000007	0.0014079087665347975	710.2732959474646	3.8785116310202947	0.9998820955615602	-59370.394108264336	0.0	-337.44958302171176	-683.8506261678675
3600000	-60427.98208558628	-699.154221764241	-59728.827863822036	5.518997773693787	2016.9905912263062	82.8068570832776	4.050382718420188	-0.6469701890163209	1.7205905644019224	0.01650924391824266	0.0011	0.001099999999999999	0.0013712895470020957	729.2405912275738	4.047268850098439	0.9998248392014562	-59376.52383965869	0.0	-352.3040241633496	-686.8772292164462
